epoch,train_loss,valid_loss,min_valid_loss,accuracy,precision,recall,f1_score
52,0.6948558376895057,0.6976404668142399,0.6976404668142399,80.55555555555556,82.64660333310219,80.55555555555556,79.65655859078787
53,0.713745328452852,0.6749044446429858,0.6749044446429858,80.55555555555556,81.17319023569024,80.55555555555556,79.79377932009511
54,0.6777387592527602,0.681688839605906,0.6749044446429858,79.44444444444444,80.17016995350329,79.44444444444444,79.20381286285873
55,0.7037703878349728,0.6931073345399151,0.6749044446429858,76.66666666666667,77.6021255872133,76.66666666666667,76.46249162476619
56,0.6390531288252936,0.6374409414517382,0.6374409414517382,81.66666666666667,82.4971160575543,81.66666666666667,81.3846658639253
57,0.7002570331096649,0.6713101793132309,0.6374409414517382,80.0,80.69248183590288,80.0,79.43230294900496
58,0.6744097126854791,0.648440602582155,0.6374409414517382,81.11111111111111,81.53232097186701,81.11111111111111,80.4536968672696
59,0.676960802078247,0.6494368762812681,0.6374409414517382,77.77777777777779,78.22619047619048,77.77777777777779,76.66853182496831
60,0.6920785983403523,0.6574701449471629,0.6374409414517382,78.33333333333333,79.25623951330472,78.33333333333333,77.63422598987715
61,0.6572430511315663,0.61698019967104,0.61698019967104,82.77777777777777,83.65696911848734,82.77777777777777,82.09519303142747
62,0.6079920536941952,0.6674248256306682,0.61698019967104,78.88888888888889,79.74377063265953,78.88888888888889,78.90661027216245
63,0.6375307215584649,0.6750467254728493,0.61698019967104,79.44444444444444,80.48307312181991,79.44444444444444,78.87395266900961
64,0.6275113860766093,0.637785642568229,0.61698019967104,80.0,82.7671408756935,80.0,78.92075729334294
65,0.61194369925393,0.6496475062436528,0.61698019967104,80.0,80.52528938505876,80.0,78.95659583974802
66,0.6679954912927416,0.6354038294197785,0.61698019967104,83.88888888888889,84.45604010187344,83.88888888888889,83.81541317992931
67,0.6444558070765601,0.6883158087575187,0.61698019967104,79.44444444444444,80.23613453539924,79.44444444444444,79.254678432031
68,0.646045716603597,0.6234370276228421,0.61698019967104,82.77777777777777,83.40283895361688,82.77777777777777,82.32329623781239
69,0.6118274158901639,0.6569208892010566,0.61698019967104,79.44444444444444,79.42046542638647,79.44444444444444,78.7999610682039
70,0.6267919997374217,0.6506930186309748,0.61698019967104,78.33333333333333,79.63903288740245,78.33333333333333,78.18921503944544
71,0.6768689268165164,0.642263818739189,0.61698019967104,81.66666666666667,82.13292589763176,81.66666666666667,80.8417411954816
72,0.6045354902744293,0.6602785498938627,0.61698019967104,80.55555555555556,82.56948536568102,80.55555555555556,79.9231666458388
73,0.6395146965980529,0.6946050718478445,0.61698019967104,77.22222222222223,78.26229296066252,77.22222222222223,76.81923043454617
74,0.6454147789213392,0.635222956755509,0.61698019967104,80.0,79.89908804645647,80.0,79.36791075073153
75,0.5627961668703291,0.6247255022585806,0.61698019967104,82.22222222222221,83.34056767868438,82.22222222222221,81.44674117250392
76,0.6220809049076504,0.6703042532110379,0.61698019967104,79.44444444444444,80.2654058904059,79.44444444444444,79.20863497638275
77,0.586166552040312,0.6539694651857846,0.61698019967104,80.0,81.05982574189096,80.0,79.20925954378185
78,0.6180324064360725,0.6603575175110664,0.61698019967104,80.55555555555556,81.16277332824814,80.55555555555556,80.22520565401489
79,0.6012757036421034,0.6314492705174618,0.61698019967104,78.88888888888889,79.84258372464893,78.88888888888889,78.74366222459173
80,0.5966332323021359,0.6311432469739682,0.61698019967104,79.44444444444444,80.19059736323165,79.44444444444444,79.05269677911187
81,0.6387930313746134,0.6224347397271129,0.61698019967104,81.11111111111111,81.06744471331585,81.11111111111111,80.5823599389491
82,0.5350695470968883,0.6272859368473291,0.61698019967104,82.22222222222221,82.81602733686067,82.22222222222221,81.79610333120769
83,0.6149659746223026,0.652981558514552,0.61698019967104,81.11111111111111,82.02061546840957,81.11111111111111,80.25146226259598
84,0.6131368656953176,0.6104476656299085,0.6104476656299085,82.22222222222221,82.58498441306412,82.22222222222221,81.92847753250734
85,0.626161640882492,0.6155292109482818,0.6104476656299085,83.33333333333334,83.6554916835714,83.33333333333334,83.10313153046962
86,0.5799665285481347,0.6118403516916765,0.6104476656299085,81.66666666666667,82.02686588103253,81.66666666666667,81.21338905889608
87,0.623902436097463,0.6187624616289719,0.6104476656299085,81.11111111111111,81.12269966543197,81.11111111111111,80.6084549816462
88,0.5987515171368917,0.6507020104055603,0.6104476656299085,82.22222222222221,83.29493208145033,82.22222222222221,81.3752846250202
89,0.615904387500551,0.6311617115046829,0.6104476656299085,79.44444444444444,79.61210521531348,79.44444444444444,78.78714941014506
90,0.5772632718086242,0.6298395721241832,0.6104476656299085,79.44444444444444,80.2401068134764,79.44444444444444,79.03944966353788
91,0.6078070455127292,0.6224518586415797,0.6104476656299085,81.66666666666667,82.45026619563063,81.66666666666667,81.08062216985655
92,0.586403693093194,0.6156507396294425,0.6104476656299085,83.88888888888889,84.45214917997176,83.88888888888889,83.45328768188651
93,0.6005689276589288,0.645684743206948,0.6104476656299085,80.55555555555556,81.00828115051037,80.55555555555556,80.07239975039725
94,0.6484226531452603,0.5851801948311428,0.5851801948311428,81.66666666666667,82.33907750101636,81.66666666666667,81.23208188196386
95,0.5915574186378055,0.6128024304906527,0.5851801948311428,80.55555555555556,80.92837340799296,80.55555555555556,79.99514139032114
96,0.5986262804932064,0.6557197099034157,0.5851801948311428,78.33333333333333,78.73922526275467,78.33333333333333,78.06180165302837
97,0.5871302644411723,0.6386770428675744,0.5851801948311428,83.33333333333334,84.15417090431393,83.33333333333334,82.7198391433731
98,0.6260438720385234,0.618067645550602,0.5851801948311428,82.22222222222221,82.60789180626138,82.22222222222221,81.81620417167467
99,0.6064872324466706,0.6364045192797979,0.5851801948311428,79.44444444444444,79.72493002837206,79.44444444444444,79.0855297518376
100,0.5814615925153096,0.6375244972296059,0.5851801948311428,80.55555555555556,81.73617724867725,80.55555555555556,79.92511173733955
101,0.5879834804270002,0.6306201880073382,0.5851801948311428,81.66666666666667,82.36258706438913,81.66666666666667,81.15202903431681
102,0.5675316022502052,0.5937053588632908,0.5851801948311428,80.0,80.47253228744773,80.0,79.3710522702366
103,0.6438115874926249,0.6190842470154166,0.5851801948311428,82.22222222222221,82.74846866096867,82.22222222222221,81.75987396724724
104,0.6168860998418596,0.653424806934264,0.5851801948311428,78.88888888888889,79.17642659627954,78.88888888888889,78.27345383215602
105,0.6139025628566742,0.6233160462747845,0.5851801948311428,81.11111111111111,82.16416922257824,81.11111111111111,80.56979389508787
106,0.5935572796397739,0.6292509811568178,0.5851801948311428,82.22222222222221,82.89823429224013,82.22222222222221,81.99558043551298
107,0.5941868291960822,0.6280846920485298,0.5851801948311428,81.66666666666667,81.85915573959052,81.66666666666667,81.13074176534212
108,0.621673889292611,0.6449314698680407,0.5851801948311428,82.77777777777777,83.3234500805153,82.77777777777777,82.10758721222734
109,0.6778938776916927,0.6298714546848916,0.5851801948311428,80.55555555555556,81.15078423090043,80.55555555555556,80.00595437226221
110,0.607204427321752,0.6139365455860065,0.5851801948311428,82.22222222222221,82.92626325511135,82.22222222222221,81.72218077267502
111,0.6122414317395952,0.6285012714202619,0.5851801948311428,81.11111111111111,81.44791486976023,81.11111111111111,80.70271620909281
112,0.600244868795077,0.6172624910715967,0.5851801948311428,81.11111111111111,81.972144451764,81.11111111111111,80.61933849964412
113,0.5869673324955834,0.6198288109877871,0.5851801948311428,80.55555555555556,80.89075258689104,80.55555555555556,80.44357718090079
114,0.5866396711932288,0.6343355999224716,0.5851801948311428,81.66666666666667,82.06951597326311,81.66666666666667,81.4316168804378
115,0.6280714101261563,0.6242003640211705,0.5851801948311428,83.33333333333334,84.11644954187338,83.33333333333334,82.7578115630923
116,0.5559688912497627,0.6414935760510464,0.5851801948311428,82.22222222222221,83.07037398698313,82.22222222222221,81.46823436201879
117,0.5888112558258904,0.6239397733575768,0.5851801948311428,82.22222222222221,82.67181654845626,82.22222222222221,81.47850875702531
118,0.5871667550669776,0.6155202830520768,0.5851801948311428,80.55555555555556,80.67502420348531,80.55555555555556,80.24005433654715
119,0.6013629072242312,0.6354713948753973,0.5851801948311428,79.44444444444444,79.14392578776804,79.44444444444444,78.90043928126747
120,0.5795554829968347,0.6434104191087601,0.5851801948311428,81.11111111111111,81.57882656795701,81.11111111111111,80.77169291320637
121,0.5908072763019138,0.6164720399926106,0.5851801948311428,80.55555555555556,80.77512314104386,80.55555555555556,80.10129533689893
122,0.6137421210606893,0.6091390169122153,0.5851801948311428,79.44444444444444,80.70491684241685,79.44444444444444,79.3945361144952
123,0.5806349343723721,0.6211189390884505,0.5851801948311428,80.0,79.97502558262363,80.0,79.81162589247059
124,0.6111250645584531,0.6187563565456204,0.5851801948311428,81.11111111111111,80.97872776043064,81.11111111111111,80.56111464148562
125,0.6359202603499094,0.607854243949987,0.5851801948311428,80.55555555555556,80.48680490012457,80.55555555555556,79.98003543858397
126,0.6212014516194662,0.6266558489607026,0.5851801948311428,80.55555555555556,81.95974365811323,80.55555555555556,80.41364220457345
127,0.559468925330374,0.6153560712235049,0.5851801948311428,80.55555555555556,80.58836370955935,80.55555555555556,80.065948207592
128,0.5975491550233629,0.6118781392979953,0.5851801948311428,82.77777777777777,83.33880555955363,82.77777777777777,82.35032247369296
129,0.5998156332307392,0.6339238099391675,0.5851801948311428,80.55555555555556,81.5008927264362,80.55555555555556,80.3162241615189
130,0.6347209685378604,0.6022253517164953,0.5851801948311428,81.66666666666667,82.37853067714178,81.66666666666667,81.62334968786581
131,0.6109124620755514,0.6202276090522193,0.5851801948311428,81.11111111111111,81.61207161588405,81.11111111111111,80.63134869586483
132,0.6158762196699779,0.6348620163587232,0.5851801948311428,80.55555555555556,81.0340700965701,80.55555555555556,79.98750026547623
133,0.604734398259057,0.6208294031986346,0.5851801948311428,81.66666666666667,82.26169171006129,81.66666666666667,81.25508751902484
134,0.6326692740122477,0.613009556936514,0.5851801948311428,83.33333333333334,84.61499048455569,83.33333333333334,82.93074164475387
135,0.5891194330321418,0.5853527570143342,0.5851801948311428,83.88888888888889,84.10699091243852,83.88888888888889,83.58503750321218
136,0.605445866452323,0.6247347799233265,0.5851801948311428,83.33333333333334,84.0797063775005,83.33333333333334,82.81669911435728
137,0.609571283393436,0.6207126570451591,0.5851801948311428,80.55555555555556,81.34028080026657,80.55555555555556,80.1433636917457
138,0.6377328511741426,0.6153834263173242,0.5851801948311428,79.44444444444444,80.56704532942456,79.44444444444444,79.45017445015158
139,0.6028753631644779,0.6404906690120697,0.5851801948311428,81.11111111111111,82.40756323384312,81.11111111111111,80.6020125579211
140,0.5864874627855089,0.6432172678514487,0.5851801948311428,79.44444444444444,80.64753986770776,79.44444444444444,78.74288088443042
141,0.603125222855144,0.6414626974767695,0.5851801948311428,81.66666666666667,82.28077077914035,81.66666666666667,81.03285345763
142,0.5803347441885206,0.6353790697538191,0.5851801948311428,79.44444444444444,79.93692383606177,79.44444444444444,79.0284172357905
143,0.6127764132287767,0.6266684597513328,0.5851801948311428,79.44444444444444,79.35630206912367,79.44444444444444,78.0350060241476
144,0.6055486245287789,0.6166335032476733,0.5851801948311428,81.11111111111111,81.53915385679338,81.11111111111111,80.6043609906949
145,0.6396340118514167,0.6052478787592716,0.5851801948311428,80.0,80.04562629399585,80.0,79.62557169870853
146,0.5841073056062063,0.661356416489515,0.5851801948311428,78.88888888888889,79.08569897851298,78.88888888888889,78.42586362973904
147,0.6174516889784071,0.6491131808298329,0.5851801948311428,81.66666666666667,82.97511151584041,81.66666666666667,80.50225683753666
148,0.6378992524411943,0.6168802479902903,0.5851801948311428,81.66666666666667,82.15723163002573,81.66666666666667,80.8163475643234
149,0.6083888663185968,0.601629179995507,0.5851801948311428,82.77777777777777,83.34714654994974,82.77777777777777,82.2762728286691
150,0.6236982908513811,0.6378306959134837,0.5851801948311428,82.22222222222221,82.81232595377332,82.22222222222221,81.51737941127506
151,0.6199753039413028,0.6211243457730031,0.5851801948311428,83.33333333333334,84.29597660320168,83.33333333333334,82.72981282384302
152,0.5899134722020891,0.6428625258668843,0.5851801948311428,80.55555555555556,81.26930675651904,80.55555555555556,79.8193281185684
153,0.6031391554408603,0.6297277950578266,0.5851801948311428,82.22222222222221,82.14157558557713,82.22222222222221,81.69375971632503
154,0.6321422709359064,0.6214698484115716,0.5851801948311428,81.66666666666667,82.03599520115313,81.66666666666667,81.09122463981554
155,0.6081529213322534,0.625629772628761,0.5851801948311428,82.22222222222221,82.72638458703486,82.22222222222221,81.64932222770793
156,0.6210627559158537,0.63888960045038,0.5851801948311428,82.22222222222221,83.17198636644245,82.22222222222221,81.83801195687592
157,0.580847919980685,0.6156955885545661,0.5851801948311428,81.11111111111111,82.37308240270197,81.11111111111111,80.44659701111313
158,0.5903675927056207,0.6191136531428331,0.5851801948311428,81.11111111111111,81.60287501451295,81.11111111111111,80.80563715983985
159,0.5997153851721022,0.6015368972387579,0.5851801948311428,82.22222222222221,83.3235434978589,82.22222222222221,81.70814756534664
160,0.6060918460289637,0.6232607808740188,0.5851801948311428,81.66666666666667,82.37701157538115,81.66666666666667,81.27608017159645
161,0.6245707134405772,0.6236840467951777,0.5851801948311428,82.77777777777777,83.31743025493026,82.77777777777777,82.32317331116847
162,0.6052547607156965,0.5980081501158161,0.5851801948311428,83.33333333333334,83.60982846609276,83.33333333333334,82.88056112173662
163,0.6378322223822276,0.6069973042234779,0.5851801948311428,83.33333333333334,83.57077103416617,83.33333333333334,82.94112450564064
164,0.5737842347886827,0.6263685767331885,0.5851801948311428,81.66666666666667,82.84363105694626,81.66666666666667,81.15064786466007
165,0.6557751695315043,0.6231404099199507,0.5851801948311428,81.66666666666667,81.80681934164906,81.66666666666667,81.19851789354183
166,0.5997842894660101,0.626690603658143,0.5851801948311428,81.11111111111111,82.06230956815041,81.11111111111111,80.83440119891735
167,0.5961581779850854,0.6421157346779688,0.5851801948311428,81.66666666666667,82.0571486751308,81.66666666666667,81.26490244287565
168,0.601937472820282,0.6351521874622752,0.5851801948311428,77.77777777777779,78.3047634491348,77.77777777777779,77.05346497141275
169,0.5833001805676354,0.6172717649593121,0.5851801948311428,82.22222222222221,82.7840966378852,82.22222222222221,81.69078414452916
170,0.6061381922827827,0.6246725994524442,0.5851801948311428,81.66666666666667,81.93317390026328,81.66666666666667,81.04196010759607
171,0.6333917594618268,0.6042182990246349,0.5851801948311428,80.55555555555556,80.33628922583527,80.55555555555556,79.79263722247845
172,0.570585830675231,0.6294894656321655,0.5851801948311428,80.0,80.67234848484848,80.0,79.54933736598116
173,0.5800007296933068,0.6508451110838602,0.5851801948311428,81.11111111111111,81.38859915580932,81.11111111111111,80.80226183486307
174,0.5867805004119873,0.6593925669064953,0.5851801948311428,82.22222222222221,83.41479670095005,82.22222222222221,81.57380749416531
175,0.6165527005990347,0.6210416972481956,0.5851801948311428,82.77777777777777,83.49330511654681,82.77777777777777,82.36841704795283
176,0.6141859008206262,0.6184502335886161,0.5851801948311428,81.66666666666667,82.27862343767917,81.66666666666667,80.92534135357482
177,0.6025484270519681,0.6492130237114099,0.5851801948311428,81.11111111111111,82.56844424638544,81.11111111111111,80.27223777861437
178,0.6249660419093238,0.6378938264006542,0.5851801948311428,78.88888888888889,79.59813936063935,78.88888888888889,77.73280729158101
179,0.5952209823661381,0.6123196648433804,0.5851801948311428,82.22222222222221,82.9502659803491,82.22222222222221,81.60820790337291
180,0.586409083339903,0.6178353186075886,0.5851801948311428,80.0,80.61842763382617,80.0,79.76078412122483
181,0.6114306675063239,0.594410502206948,0.5851801948311428,83.33333333333334,83.66466532909133,83.33333333333334,82.97974956319896
182,0.672666139403979,0.623123411109878,0.5851801948311428,80.0,80.38847454880063,80.0,79.53213239264353
183,0.6426475478543175,0.633079418571045,0.5851801948311428,81.11111111111111,81.72648314983252,81.11111111111111,80.53092723233421
184,0.6036308679315779,0.6272925319822712,0.5851801948311428,80.55555555555556,81.29858263081947,80.55555555555556,79.61525319479482
185,0.6199315210183461,0.6497932644147012,0.5851801948311428,77.77777777777779,77.97021508185303,77.77777777777779,76.94119623282906
186,0.6077353709273868,0.635916865689473,0.5851801948311428,78.88888888888889,79.29556000508519,78.88888888888889,78.31758771981622
187,0.6250619090265698,0.6364172631357279,0.5851801948311428,81.66666666666667,82.7687978179969,81.66666666666667,81.52479393801583
188,0.61167371140586,0.632299048339741,0.5851801948311428,81.11111111111111,81.194701257073,81.11111111111111,80.741039159456
189,0.6000126547283596,0.633994848601934,0.5851801948311428,82.22222222222221,82.62084832808516,82.22222222222221,81.65086657013516
190,0.6041471865442064,0.6163642394977311,0.5851801948311428,81.11111111111111,81.32395199459094,81.11111111111111,80.4894321769322
191,0.6091696540514628,0.6648405467522227,0.5851801948311428,81.66666666666667,82.34546044177688,81.66666666666667,81.15251235163095
192,0.5665944735209147,0.6354543380904942,0.5851801948311428,80.0,80.66989095212782,80.0,78.89996835606901
193,0.6243705385261111,0.6653002075385303,0.5851801948311428,80.55555555555556,80.84328542498832,80.55555555555556,80.16044254337301
194,0.5694579210546281,0.62508507590327,0.5851801948311428,82.22222222222221,82.68160630500894,82.22222222222221,81.84367024478368
195,0.6248288465870752,0.6586828222394817,0.5851801948311428,77.77777777777779,78.9637468911743,77.77777777777779,77.41357848406223
196,0.6178628676467471,0.6222728315016461,0.5851801948311428,80.0,80.39647337429595,80.0,78.91741929454665
197,0.6063108901182811,0.654343871337672,0.5851801948311428,78.88888888888889,78.85089597346463,78.88888888888889,78.4062234904594
198,0.6054057233863407,0.619694791159903,0.5851801948311428,82.77777777777777,83.89078317551113,82.77777777777777,82.0547089825994
199,0.5889725334114498,0.6399792218115181,0.5851801948311428,79.44444444444444,80.2727487492936,79.44444444444444,78.61690828629234
200,0.5966753154993057,0.6307315691632943,0.5851801948311428,80.55555555555556,81.0155668527379,80.55555555555556,79.98897068832974
